Transaction ID,Customer ID,Transaction Date,Business Line,Product/Service,Revenue,Data Source,Email,Age Range,Gender,Region
TXN001884,CUST00163,2024-10-05,Streaming,Premium Tier Upgrade,96.38,1st Party - Streaming Platform,cust00163@email.com,35-44,Prefer not to say,Southwest
TXN001885,CUST00206,2024-10-05,Consumer Products,Merchandise - Apparel,78.59,3rd Party - Amazon,,,,South
TXN001886,CUST00149,2024-10-05,Studio Tours,Behind-the-Scenes Experience,264.03,1st Party - Studio Tours,cust00149@email.com,45-54,Other,Southwest
TXN001887,CUST00190,2024-10-05,Consumer Products,Merchandise - Apparel,87.99,3rd Party - Amazon,,,,West Coast
TXN001888,CUST00209,2024-10-05,Studio Tours,Behind-the-Scenes Experience,244.68,1st Party - Studio Tours,cust00209@email.com,,,International
TXN001889,CUST00230,2024-10-05,Studio Tours,General Admission,61.07,1st Party - Studio Tours,cust00230@email.com,25-34,F,West Coast
TXN001890,CUST00248,2024-10-05,Consumer Products,Merchandise - Collectibles,28.73,3rd Party - Walmart,,,,International
TXN001891,CUST00629,2024-10-05,Consumer Products,Merchandise - Toys,80.86,3rd Party - Amazon,,,,Midwest
TXN001892,CUST00138,2024-10-06,Studio Tours,VIP Tour,309.97,1st Party - Studio Tours,cust00138@email.com,45-54,F,Midwest
TXN001893,CUST00246,2024-10-06,Online Store,Action Figure,52.71,1st Party - Online Store,cust00246@email.com,25-34,Other,International
TXN001894,CUST00761,2024-10-06,Theatrical,Space Odyssey 2,15.42,3rd Party - Cinemark,,,,Southwest
TXN001895,CUST00113,2024-10-06,Consumer Products,Merchandise - Toys,32.48,3rd Party - Amazon,,,,South
TXN001896,CUST00249,2024-10-06,Consumer Products,Merchandise - Toys,89.25,3rd Party - Target,,,,Midwest
TXN001897,CUST00152,2024-10-06,Studio Tours,General Admission,52.2,1st Party - Studio Tours,cust00152@email.com,18-24,Prefer not to say,International
TXN001898,CUST00120,2024-10-06,Studio Tours,VIP Tour,187.23,1st Party - Studio Tours,cust00120@email.com,,,Southwest
TXN001899,CUST00616,2024-10-07,Theatrical,Superhero Origins,12.86,3rd Party - AMC Theatres,,,,South
TXN001900,CUST00242,2024-10-07,Theatrical,Action Thriller,12.94,3rd Party - Regal Cinemas,,,,Southwest
TXN001901,CUST00213,2024-10-07,Consumer Products,Merchandise - Toys,87.23,3rd Party - Target,,,,East Coast
TXN001902,CUST00631,2024-10-08,Consumer Products,Merchandise - Toys,93.71,3rd Party - Walmart,,,,West Coast
TXN001903,CUST00701,2024-10-09,Theatrical,Family Adventure,18.58,3rd Party - AMC Theatres,,,,West Coast
TXN001904,CUST00053,2024-10-09,Studio Tours,General Admission,78.55,1st Party - Studio Tours,cust00053@email.com,18-24,M,Southwest
TXN001905,CUST00140,2024-10-09,Studio Tours,Behind-the-Scenes Experience,163.59,1st Party - Studio Tours,cust00140@email.com,35-44,M,Midwest
TXN001906,CUST00143,2024-10-09,Theatrical,Family Adventure,27.97,3rd Party - Regal Cinemas,,,,East Coast
TXN001907,CUST00142,2024-10-09,Online Store,Books,91.22,1st Party - Online Store,cust00142@email.com,55+,M,International
TXN001908,CUST00181,2024-10-09,Consumer Products,Merchandise - Apparel,23.57,3rd Party - Walmart,,,,International
TXN001909,CUST00174,2024-10-09,Theatrical,Superhero Origins,13.87,3rd Party - AMC Theatres,,,,West Coast
TXN001910,CUST00148,2024-10-10,Online Store,Accessories,104.78,1st Party - Online Store,cust00148@email.com,,,Southwest
TXN001911,CUST00095,2024-10-10,Theatrical,Mystery Manor,14.64,3rd Party - Cinemark,,,,East Coast
TXN001912,CUST00064,2024-10-10,Online Store,Action Figure,78.1,1st Party - Online Store,cust00064@email.com,35-44,M,International
TXN001913,CUST00067,2024-10-10,Online Store,Collectible,113.15,1st Party - Online Store,cust00067@email.com,45-54,Other,East Coast
TXN001914,CUST00122,2024-10-10,Studio Tours,Behind-the-Scenes Experience,256.18,1st Party - Studio Tours,cust00122@email.com,55+,Other,Midwest
TXN001915,CUST00076,2024-10-10,Theatrical,Action Thriller,14.25,3rd Party - AMC Theatres,,,,Southwest
TXN001916,CUST00119,2024-10-10,Studio Tours,General Admission,61.28,1st Party - Studio Tours,cust00119@email.com,45-54,F,West Coast
TXN001917,CUST00196,2024-10-10,Online Store,Books,27.73,1st Party - Online Store,cust00196@email.com,18-24,Other,South
TXN001918,CUST00093,2024-10-10,Streaming,Premium Tier Upgrade,107.32,1st Party - Streaming Platform,cust00093@email.com,45-54,Other,Southwest
TXN001919,CUST00006,2024-10-10,Studio Tours,General Admission,68.36,1st Party - Studio Tours,cust00006@email.com,25-34,Prefer not to say,East Coast
TXN001920,CUST00107,2024-10-10,Online Store,Action Figure,35.95,1st Party - Online Store,cust00107@email.com,35-44,Prefer not to say,Southwest
TXN001921,CUST00242,2024-10-11,Studio Tours,VIP Tour,339.82,1st Party - Studio Tours,cust00242@email.com,35-44,Prefer not to say,International
TXN001922,CUST00143,2024-10-11,Online Store,Books,68.81,1st Party - Online Store,cust00143@email.com,,,West Coast
TXN001923,CUST00062,2024-10-11,Online Store,Accessories,117.22,1st Party - Online Store,cust00062@email.com,,,International
TXN001924,CUST00083,2024-10-11,Online Store,Apparel,68.66,1st Party - Online Store,cust00083@email.com,18-24,F,Midwest
TXN001925,CUST00064,2024-10-11,Studio Tours,Behind-the-Scenes Experience,280.31,1st Party - Studio Tours,cust00064@email.com,,,Southwest
TXN001926,CUST00002,2024-10-11,Streaming,Monthly Subscription,11.68,1st Party - Streaming Platform,cust00002@email.com,18-24,F,Southwest
TXN001927,CUST00111,2024-10-12,Consumer Products,Merchandise - Apparel,59.43,3rd Party - Amazon,,,,International
TXN001928,CUST00142,2024-10-12,Theatrical,Mystery Manor,19.72,3rd Party - Regal Cinemas,,,,Midwest
TXN001929,CUST00025,2024-10-12,Studio Tours,General Admission,72.14,1st Party - Studio Tours,cust00025@email.com,55+,F,Midwest
TXN001930,CUST00091,2024-10-12,Studio Tours,Behind-the-Scenes Experience,317.11,1st Party - Studio Tours,cust00091@email.com,25-34,M,West Coast
TXN001931,CUST00031,2024-10-12,Studio Tours,General Admission,75.58,1st Party - Studio Tours,cust00031@email.com,55+,F,Southwest
TXN001932,CUST00149,2024-10-12,Theatrical,Space Odyssey 2,27.13,3rd Party - AMC Theatres,,,,Southwest
TXN001933,CUST00211,2024-10-13,Online Store,Books,78.53,1st Party - Online Store,cust00211@email.com,,,International
TXN001934,CUST00213,2024-10-13,Consumer Products,Merchandise - Collectibles,88.2,3rd Party - Amazon,,,,Midwest
TXN001935,CUST00159,2024-10-13,Consumer Products,Merchandise - Collectibles,83.27,3rd Party - Walmart,,,,West Coast
TXN001936,CUST00085,2024-10-13,Streaming,Monthly Subscription,13.6,1st Party - Streaming Platform,cust00085@email.com,35-44,Prefer not to say,West Coast
TXN001937,CUST00231,2024-10-13,Theatrical,Superhero Origins,26.48,3rd Party - Cinemark,,,,East Coast
TXN001938,CUST00041,2024-10-14,Streaming,Premium Tier Upgrade,123.14,1st Party - Streaming Platform,cust00041@email.com,35-44,F,West Coast
TXN001939,CUST00247,2024-10-14,Online Store,Collectible,68.07,1st Party - Online Store,cust00247@email.com,45-54,Prefer not to say,International
TXN001940,CUST00239,2024-10-14,Online Store,Accessories,88.1,1st Party - Online Store,cust00239@email.com,,,Southwest
TXN001941,CUST00182,2024-10-14,Theatrical,Space Odyssey 2,23.1,3rd Party - AMC Theatres,,,,Southwest
TXN001942,CUST00169,2024-10-14,Online Store,Accessories,94.49,1st Party - Online Store,cust00169@email.com,35-44,M,Midwest
TXN001943,CUST00629,2024-10-14,Consumer Products,Merchandise - Collectibles,53.43,3rd Party - Amazon,,,,Southwest
TXN001944,CUST00160,2024-10-15,Streaming,Monthly Subscription,14.98,1st Party - Streaming Platform,cust00160@email.com,,,East Coast
TXN001945,CUST00001,2024-10-15,Online Store,Apparel,21.13,1st Party - Online Store,cust00001@email.com,55+,M,East Coast
TXN001946,CUST00136,2024-10-15,Online Store,Collectible,15.89,1st Party - Online Store,cust00136@email.com,45-54,Other,International
TXN001947,CUST00194,2024-10-15,Studio Tours,VIP Tour,261.3,1st Party - Studio Tours,cust00194@email.com,45-54,Other,Southwest
TXN001948,CUST00080,2024-10-16,Theatrical,Family Adventure,19.24,3rd Party - Cinemark,,,,Midwest
TXN001949,CUST00085,2024-10-16,Consumer Products,Merchandise - Apparel,23.24,3rd Party - Target,,,,West Coast
TXN001950,CUST00124,2024-10-16,Consumer Products,Merchandise - Collectibles,49.89,3rd Party - Amazon,,,,Midwest
TXN001951,CUST00046,2024-10-16,Online Store,Books,114.61,1st Party - Online Store,cust00046@email.com,25-34,Prefer not to say,Midwest
TXN001952,CUST00089,2024-10-16,Studio Tours,VIP Tour,250.48,1st Party - Studio Tours,cust00089@email.com,25-34,M,Midwest
TXN001953,CUST00244,2024-10-17,Online Store,Action Figure,93.94,1st Party - Online Store,cust00244@email.com,,,Midwest
TXN001954,CUST00199,2024-10-17,Studio Tours,Behind-the-Scenes Experience,269.24,1st Party - Studio Tours,cust00199@email.com,25-34,F,Southwest
TXN001955,CUST00078,2024-10-17,Consumer Products,Merchandise - Home Goods,25.56,3rd Party - Walmart,,,,Midwest
TXN001956,CUST00134,2024-10-17,Online Store,Books,94.86,1st Party - Online Store,cust00134@email.com,,,South
TXN001957,CUST00205,2024-10-17,Theatrical,Space Odyssey 2,21.01,3rd Party - AMC Theatres,,,,West Coast
TXN001958,CUST00182,2024-10-17,Online Store,Accessories,94.3,1st Party - Online Store,cust00182@email.com,,,East Coast
TXN001959,CUST00099,2024-10-17,Streaming,Premium Tier Upgrade,130.02,1st Party - Streaming Platform,cust00099@email.com,55+,F,International
TXN001960,CUST00220,2024-10-17,Studio Tours,General Admission,51.68,1st Party - Studio Tours,cust00220@email.com,,,West Coast
TXN001961,CUST00062,2024-10-17,Studio Tours,General Admission,82.88,1st Party - Studio Tours,cust00062@email.com,,,South
TXN001962,CUST00169,2024-10-17,Studio Tours,General Admission,70.25,1st Party - Studio Tours,cust00169@email.com,18-24,Other,Midwest
TXN001963,CUST00148,2024-10-17,Online Store,Collectible,110.51,1st Party - Online Store,cust00148@email.com,45-54,F,West Coast
TXN001964,CUST00156,2024-10-17,Streaming,Premium Tier Upgrade,126.74,1st Party - Streaming Platform,cust00156@email.com,25-34,M,Midwest
TXN001965,CUST00243,2024-10-18,Consumer Products,Merchandise - Home Goods,25.35,3rd Party - Walmart,,,,West Coast
TXN001966,CUST00098,2024-10-18,Online Store,Action Figure,102.5,1st Party - Online Store,cust00098@email.com,35-44,Other,South
TXN001967,CUST00667,2024-10-18,Theatrical,Superhero Origins,14.41,3rd Party - Cinemark,,,,West Coast
TXN001968,CUST00211,2024-10-18,Online Store,Books,29.3,1st Party - Online Store,cust00211@email.com,,,South
TXN001969,CUST00192,2024-10-19,Streaming,Annual Subscription,101.78,1st Party - Streaming Platform,cust00192@email.com,25-34,F,East Coast
TXN001970,CUST00100,2024-10-19,Streaming,Annual Subscription,110.71,1st Party - Streaming Platform,cust00100@email.com,45-54,Prefer not to say,International
TXN001971,CUST00646,2024-10-19,Theatrical,Action Thriller,13.74,3rd Party - Cinemark,,,,International
TXN001972,CUST00220,2024-10-19,Studio Tours,General Admission,74.89,1st Party - Studio Tours,cust00220@email.com,,,South
TXN001973,CUST00134,2024-10-19,Studio Tours,Behind-the-Scenes Experience,279.04,1st Party - Studio Tours,cust00134@email.com,35-44,Prefer not to say,Midwest
TXN001974,CUST00001,2024-10-19,Streaming,Annual Subscription,111.33,1st Party - Streaming Platform,cust00001@email.com,35-44,Other,South
TXN001975,CUST00249,2024-10-19,Studio Tours,VIP Tour,314.67,1st Party - Studio Tours,cust00249@email.com,45-54,Prefer not to say,South
TXN001976,CUST00233,2024-10-19,Consumer Products,Merchandise - Toys,67.15,3rd Party - Walmart,,,,Midwest
TXN001977,CUST00161,2024-10-19,Streaming,Premium Tier Upgrade,91.28,1st Party - Streaming Platform,cust00161@email.com,25-34,F,East Coast
TXN001978,CUST00652,2024-10-19,Consumer Products,Merchandise - Toys,44.71,3rd Party - Target,,,,International
TXN001979,CUST00154,2024-10-19,Online Store,Collectible,91.88,1st Party - Online Store,cust00154@email.com,35-44,F,East Coast
TXN001980,CUST00083,2024-10-20,Theatrical,Action Thriller,13.56,3rd Party - Regal Cinemas,,,,South
TXN001981,CUST00229,2024-10-20,Studio Tours,VIP Tour,203.82,1st Party - Studio Tours,cust00229@email.com,25-34,Prefer not to say,International
TXN001982,CUST00084,2024-10-20,Streaming,Annual Subscription,122.8,1st Party - Streaming Platform,cust00084@email.com,55+,Other,International
TXN001983,CUST00164,2024-10-20,Theatrical,Family Adventure,20.9,3rd Party - AMC Theatres,,,,East Coast
TXN001984,CUST00151,2024-10-20,Consumer Products,Merchandise - Apparel,93.99,3rd Party - Target,,,,South
TXN001985,CUST00044,2024-10-20,Online Store,Action Figure,72.34,1st Party - Online Store,cust00044@email.com,45-54,Prefer not to say,East Coast
TXN001986,CUST00082,2024-10-21,Online Store,Apparel,28.28,1st Party - Online Store,cust00082@email.com,25-34,F,Southwest
TXN001987,CUST00132,2024-10-21,Theatrical,Superhero Origins,12.28,3rd Party - Regal Cinemas,,,,Midwest
TXN001988,CUST00186,2024-10-21,Online Store,Apparel,25.7,1st Party - Online Store,cust00186@email.com,25-34,Prefer not to say,South
TXN001989,CUST00241,2024-10-22,Theatrical,Family Adventure,12.21,3rd Party - Cinemark,,,,West Coast
TXN001990,CUST00135,2024-10-22,Streaming,Premium Tier Upgrade,136.6,1st Party - Streaming Platform,cust00135@email.com,25-34,M,East Coast
TXN001991,CUST00231,2024-10-22,Consumer Products,Merchandise - Toys,30.21,3rd Party - Walmart,,,,West Coast
TXN001992,CUST00229,2024-10-22,Online Store,Accessories,31.02,1st Party - Online Store,cust00229@email.com,25-34,Other,East Coast
TXN001993,CUST00109,2024-10-22,Streaming,Premium Tier Upgrade,108.95,1st Party - Streaming Platform,cust00109@email.com,,,International
TXN001994,CUST00183,2024-10-22,Online Store,Collectible,73.49,1st Party - Online Store,cust00183@email.com,25-34,M,West Coast
TXN001995,CUST00054,2024-10-22,Online Store,Books,92.11,1st Party - Online Store,cust00054@email.com,35-44,M,West Coast
TXN001996,CUST00079,2024-10-22,Consumer Products,Merchandise - Home Goods,42.55,3rd Party - Walmart,,,,International
TXN001997,CUST00189,2024-10-23,Theatrical,Family Adventure,21.53,3rd Party - Regal Cinemas,,,,Southwest
TXN001998,CUST00009,2024-10-23,Streaming,Annual Subscription,111.89,1st Party - Streaming Platform,cust00009@email.com,,,Midwest
TXN001999,CUST00243,2024-10-23,Streaming,Monthly Subscription,11.09,1st Party - Streaming Platform,cust00243@email.com,,,Southwest
TXN002000,CUST00234,2024-10-23,Online Store,Books,45.2,1st Party - Online Store,cust00234@email.com,18-24,Prefer not to say,Midwest
TXN002001,CUST00111,2024-10-23,Studio Tours,VIP Tour,271.33,1st Party - Studio Tours,cust00111@email.com,45-54,Prefer not to say,International
TXN002002,CUST00633,2024-10-24,Consumer Products,Merchandise - Home Goods,84.27,3rd Party - Target,,,,West Coast
TXN002003,CUST00053,2024-10-24,Online Store,Action Figure,81.13,1st Party - Online Store,cust00053@email.com,45-54,F,South
TXN002004,CUST00250,2024-10-24,Consumer Products,Merchandise - Apparel,46.67,3rd Party - Amazon,,,,Southwest
TXN002005,CUST00079,2024-10-24,Online Store,Accessories,88.38,1st Party - Online Store,cust00079@email.com,25-34,M,West Coast
TXN002006,CUST00093,2024-10-24,Streaming,Monthly Subscription,13.04,1st Party - Streaming Platform,cust00093@email.com,45-54,Prefer not to say,International
TXN002007,CUST00171,2024-10-24,Consumer Products,Merchandise - Toys,90.97,3rd Party - Amazon,,,,Southwest
TXN002008,CUST00197,2024-10-24,Theatrical,Space Odyssey 2,21.5,3rd Party - Cinemark,,,,International
TXN002009,CUST00170,2024-10-24,Streaming,Premium Tier Upgrade,94.43,1st Party - Streaming Platform,cust00170@email.com,25-34,M,East Coast
TXN002010,CUST00097,2024-10-25,Consumer Products,Merchandise - Collectibles,17.61,3rd Party - Target,,,,International
TXN002011,CUST00162,2024-10-25,Studio Tours,Behind-the-Scenes Experience,196.94,1st Party - Studio Tours,cust00162@email.com,55+,F,Midwest
TXN002012,CUST00200,2024-10-26,Consumer Products,Merchandise - Toys,90.03,3rd Party - Target,,,,International
TXN002013,CUST00219,2024-10-26,Theatrical,Space Odyssey 2,13.21,3rd Party - Cinemark,,,,Midwest
TXN002014,CUST00160,2024-10-26,Theatrical,Superhero Origins,14.67,3rd Party - AMC Theatres,,,,Midwest
TXN002015,CUST00642,2024-10-26,Theatrical,Space Odyssey 2,13.91,3rd Party - AMC Theatres,,,,East Coast
TXN002016,CUST00111,2024-10-26,Studio Tours,General Admission,81.73,1st Party - Studio Tours,cust00111@email.com,18-24,Prefer not to say,Midwest
TXN002017,CUST00605,2024-10-26,Theatrical,Family Adventure,15.88,3rd Party - Regal Cinemas,,,,Midwest
TXN002018,CUST00120,2024-10-27,Online Store,Books,48.91,1st Party - Online Store,cust00120@email.com,55+,M,Midwest
TXN002019,CUST00232,2024-10-27,Studio Tours,Behind-the-Scenes Experience,294.43,1st Party - Studio Tours,cust00232@email.com,18-24,Prefer not to say,South
TXN002020,CUST00132,2024-10-27,Consumer Products,Merchandise - Home Goods,20.96,3rd Party - Walmart,,,,West Coast
TXN002021,CUST00101,2024-10-27,Online Store,Accessories,81.6,1st Party - Online Store,cust00101@email.com,18-24,Other,International
TXN002022,CUST00214,2024-10-27,Theatrical,Family Adventure,21.57,3rd Party - AMC Theatres,,,,East Coast
TXN002023,CUST00236,2024-10-27,Streaming,Annual Subscription,114.55,1st Party - Streaming Platform,cust00236@email.com,55+,Prefer not to say,East Coast
TXN002024,CUST00062,2024-10-27,Studio Tours,VIP Tour,309.26,1st Party - Studio Tours,cust00062@email.com,55+,Other,International
TXN002025,CUST00156,2024-10-27,Theatrical,Mystery Manor,18,3rd Party - Regal Cinemas,,,,West Coast
TXN002026,CUST00159,2024-10-28,Online Store,Action Figure,111.55,1st Party - Online Store,cust00159@email.com,55+,M,International
TXN002027,CUST00191,2024-10-28,Studio Tours,Behind-the-Scenes Experience,255.77,1st Party - Studio Tours,cust00191@email.com,35-44,F,Southwest
TXN002028,CUST00011,2024-10-28,Theatrical,Action Thriller,12.58,3rd Party - AMC Theatres,,,,East Coast
TXN002029,CUST00185,2024-10-28,Theatrical,Mystery Manor,16.47,3rd Party - Cinemark,,,,West Coast
TXN002030,CUST00077,2024-10-28,Theatrical,Family Adventure,27.84,3rd Party - Regal Cinemas,,,,Midwest
TXN002031,CUST00024,2024-10-28,Streaming,Monthly Subscription,9.06,1st Party - Streaming Platform,cust00024@email.com,55+,M,West Coast
TXN002032,CUST00090,2024-10-28,Online Store,Books,99.49,1st Party - Online Store,cust00090@email.com,55+,M,South
TXN002033,CUST00249,2024-10-28,Studio Tours,Behind-the-Scenes Experience,195.5,1st Party - Studio Tours,cust00249@email.com,,,South
TXN002034,CUST00222,2024-10-28,Studio Tours,VIP Tour,213.28,1st Party - Studio Tours,cust00222@email.com,18-24,M,West Coast
TXN002035,CUST00025,2024-10-28,Streaming,Monthly Subscription,9.02,1st Party - Streaming Platform,cust00025@email.com,18-24,Prefer not to say,Midwest
TXN002036,CUST00173,2024-10-29,Streaming,Monthly Subscription,10.62,1st Party - Streaming Platform,cust00173@email.com,,,International
TXN002037,CUST00629,2024-10-29,Consumer Products,Merchandise - Home Goods,30.29,3rd Party - Target,,,,Midwest
TXN002038,CUST00607,2024-10-29,Consumer Products,Merchandise - Toys,49.3,3rd Party - Walmart,,,,Midwest
TXN002039,CUST00068,2024-10-29,Theatrical,Action Thriller,27.03,3rd Party - AMC Theatres,,,,East Coast
TXN002040,CUST00143,2024-10-29,Theatrical,Action Thriller,20.55,3rd Party - AMC Theatres,,,,International
TXN002041,CUST00116,2024-10-29,Online Store,Books,98.01,1st Party - Online Store,cust00116@email.com,35-44,Prefer not to say,East Coast
TXN002042,CUST00221,2024-10-29,Streaming,Annual Subscription,91.34,1st Party - Streaming Platform,cust00221@email.com,25-34,Other,Southwest
TXN002043,CUST00104,2024-10-29,Studio Tours,General Admission,75.52,1st Party - Studio Tours,cust00104@email.com,25-34,Prefer not to say,International
TXN002044,CUST00182,2024-10-30,Studio Tours,Behind-the-Scenes Experience,271.88,1st Party - Studio Tours,cust00182@email.com,25-34,Prefer not to say,Southwest
TXN002045,CUST00753,2024-10-30,Theatrical,Family Adventure,20,3rd Party - AMC Theatres,,,,Southwest
TXN002046,CUST00147,2024-10-30,Online Store,Apparel,31.92,1st Party - Online Store,cust00147@email.com,18-24,F,West Coast
TXN002047,CUST00148,2024-10-30,Consumer Products,Merchandise - Home Goods,63.38,3rd Party - Walmart,,,,International
TXN002048,CUST00152,2024-10-30,Online Store,Apparel,95.96,1st Party - Online Store,cust00152@email.com,45-54,M,East Coast
TXN002049,CUST00112,2024-10-30,Consumer Products,Merchandise - Home Goods,36.47,3rd Party - Walmart,,,,East Coast
TXN002050,CUST00204,2024-10-30,Studio Tours,Behind-the-Scenes Experience,186.22,1st Party - Studio Tours,cust00204@email.com,45-54,Other,Southwest
TXN002051,CUST00030,2024-10-30,Online Store,Apparel,77.59,1st Party - Online Store,cust00030@email.com,18-24,Prefer not to say,East Coast
TXN002052,CUST00062,2024-10-30,Streaming,Premium Tier Upgrade,95.49,1st Party - Streaming Platform,cust00062@email.com,45-54,F,East Coast
TXN002053,CUST00148,2024-10-31,Online Store,Apparel,107.66,1st Party - Online Store,cust00148@email.com,18-24,Other,South
TXN002054,CUST00081,2024-11-01,Theatrical,Action Thriller,18.22,3rd Party - Cinemark,,,,South
TXN002055,CUST00171,2024-11-01,Streaming,Annual Subscription,118.11,1st Party - Streaming Platform,cust00171@email.com,45-54,M,East Coast
TXN002056,CUST00127,2024-11-01,Streaming,Monthly Subscription,14.29,1st Party - Streaming Platform,cust00127@email.com,45-54,Other,Southwest
TXN002057,CUST00108,2024-11-01,Online Store,Accessories,29.48,1st Party - Online Store,cust00108@email.com,25-34,Prefer not to say,International
TXN002058,CUST00177,2024-11-01,Streaming,Monthly Subscription,9.93,1st Party - Streaming Platform,cust00177@email.com,25-34,F,South
TXN002059,CUST00177,2024-11-01,Theatrical,Family Adventure,27.27,3rd Party - Regal Cinemas,,,,International
TXN002060,CUST00178,2024-11-01,Studio Tours,General Admission,74.98,1st Party - Studio Tours,cust00178@email.com,55+,Other,West Coast
TXN002061,CUST00023,2024-11-02,Streaming,Annual Subscription,112.04,1st Party - Streaming Platform,cust00023@email.com,55+,F,Midwest
TXN002062,CUST00102,2024-11-02,Studio Tours,General Admission,47.19,1st Party - Studio Tours,cust00102@email.com,25-34,F,Midwest
TXN002063,CUST00078,2024-11-02,Streaming,Monthly Subscription,12,1st Party - Streaming Platform,cust00078@email.com,55+,F,Midwest
TXN002064,CUST00016,2024-11-02,Consumer Products,Merchandise - Home Goods,64.55,3rd Party - Walmart,,,,South
TXN002065,CUST00060,2024-11-02,Streaming,Premium Tier Upgrade,137.25,1st Party - Streaming Platform,cust00060@email.com,45-54,Prefer not to say,South
TXN002066,CUST00153,2024-11-02,Studio Tours,Behind-the-Scenes Experience,306.89,1st Party - Studio Tours,cust00153@email.com,18-24,Other,South
TXN002067,CUST00115,2024-11-02,Streaming,Monthly Subscription,13.03,1st Party - Streaming Platform,cust00115@email.com,25-34,M,South
TXN002068,CUST00183,2024-11-02,Studio Tours,Behind-the-Scenes Experience,248.16,1st Party - Studio Tours,cust00183@email.com,25-34,Prefer not to say,East Coast
TXN002069,CUST00148,2024-11-02,Online Store,Accessories,96.12,1st Party - Online Store,cust00148@email.com,25-34,Other,East Coast
TXN002070,CUST00096,2024-11-02,Consumer Products,Merchandise - Collectibles,19.46,3rd Party - Walmart,,,,South
TXN002071,CUST00025,2024-11-03,Streaming,Annual Subscription,149.18,1st Party - Streaming Platform,cust00025@email.com,,,Midwest
TXN002072,CUST00169,2024-11-03,Online Store,Apparel,78.65,1st Party - Online Store,cust00169@email.com,45-54,Prefer not to say,Southwest
TXN002073,CUST00019,2024-11-03,Online Store,Apparel,119.45,1st Party - Online Store,cust00019@email.com,18-24,Prefer not to say,South
TXN002074,CUST00038,2024-11-03,Online Store,Books,44.76,1st Party - Online Store,cust00038@email.com,18-24,Other,Midwest
TXN002075,CUST00061,2024-11-03,Studio Tours,VIP Tour,174.46,1st Party - Studio Tours,cust00061@email.com,35-44,Prefer not to say,International
TXN002076,CUST00207,2024-11-03,Consumer Products,Merchandise - Apparel,47.33,3rd Party - Target,,,,Midwest
TXN002077,CUST00170,2024-11-03,Consumer Products,Merchandise - Apparel,66.21,3rd Party - Walmart,,,,East Coast
TXN002078,CUST00050,2024-11-03,Theatrical,Mystery Manor,24.38,3rd Party - Cinemark,,,,East Coast
TXN002079,CUST00021,2024-11-04,Online Store,Collectible,32.16,1st Party - Online Store,cust00021@email.com,25-34,Prefer not to say,East Coast
TXN002080,CUST00083,2024-11-04,Consumer Products,Merchandise - Apparel,90.78,3rd Party - Walmart,,,,East Coast
TXN002081,CUST00091,2024-11-04,Studio Tours,VIP Tour,346.71,1st Party - Studio Tours,cust00091@email.com,55+,Prefer not to say,East Coast
TXN002082,CUST00171,2024-11-04,Theatrical,Space Odyssey 2,27.2,3rd Party - Regal Cinemas,,,,South
TXN002083,CUST00236,2024-11-04,Streaming,Monthly Subscription,10.23,1st Party - Streaming Platform,cust00236@email.com,25-34,Other,West Coast
TXN002084,CUST00009,2024-11-04,Consumer Products,Merchandise - Home Goods,40.46,3rd Party - Amazon,,,,Southwest
TXN002085,CUST00733,2024-11-04,Theatrical,Superhero Origins,13.93,3rd Party - AMC Theatres,,,,Southwest
TXN002086,CUST00192,2024-11-05,Online Store,Collectible,42.23,1st Party - Online Store,cust00192@email.com,45-54,M,West Coast
TXN002087,CUST00130,2024-11-05,Consumer Products,Merchandise - Collectibles,49.42,3rd Party - Walmart,,,,International
TXN002088,CUST00163,2024-11-05,Theatrical,Space Odyssey 2,20.81,3rd Party - Cinemark,,,,South
TXN002089,CUST00227,2024-11-05,Studio Tours,Behind-the-Scenes Experience,318.44,1st Party - Studio Tours,cust00227@email.com,35-44,F,South
TXN002090,CUST00244,2024-11-05,Streaming,Annual Subscription,131.51,1st Party - Streaming Platform,cust00244@email.com,55+,Prefer not to say,International
TXN002091,CUST00166,2024-11-06,Studio Tours,VIP Tour,156.96,1st Party - Studio Tours,cust00166@email.com,18-24,F,Midwest
TXN002092,CUST00134,2024-11-06,Studio Tours,Behind-the-Scenes Experience,194.08,1st Party - Studio Tours,cust00134@email.com,55+,Other,International
TXN002093,CUST00117,2024-11-06,Online Store,Books,54.23,1st Party - Online Store,cust00117@email.com,45-54,F,East Coast
TXN002094,CUST00652,2024-11-06,Theatrical,Family Adventure,14.3,3rd Party - Regal Cinemas,,,,International
TXN002095,CUST00199,2024-11-06,Consumer Products,Merchandise - Toys,66.77,3rd Party - Amazon,,,,Southwest
TXN002096,CUST00214,2024-11-06,Theatrical,Family Adventure,14.12,3rd Party - Cinemark,,,,East Coast
TXN002097,CUST00131,2024-11-06,Online Store,Collectible,72.09,1st Party - Online Store,cust00131@email.com,,,Southwest
TXN002098,CUST00226,2024-11-06,Consumer Products,Merchandise - Collectibles,19.87,3rd Party - Target,,,,Southwest
TXN002099,CUST00144,2024-11-06,Studio Tours,General Admission,78.5,1st Party - Studio Tours,cust00144@email.com,55+,Prefer not to say,West Coast
TXN002100,CUST00100,2024-11-06,Consumer Products,Merchandise - Home Goods,51.73,3rd Party - Target,,,,West Coast
TXN002101,CUST00103,2024-11-06,Theatrical,Action Thriller,16.34,3rd Party - Regal Cinemas,,,,East Coast
